tid,pid,block,query,n_abs,n_org,n_ddtop,n_native,first_org_abs,plain_top,n_clicks_in_bands,clicks_in_ad_slot
p015-b5-t9,p015,b5,buy bissell bissell vacuum brush roller 2031195,13,11,0,3,0,1,1,0
p015-b6-t1,p015,b6,buy ruffwear ruffwear bivy bowl,13,11,1,3,1,0,1,0
p015-b6-t10,p015,b6,buy bmw genuine 17111437362 engine coolant thermostat,11,8,0,7,1,0,1,0
p015-b6-t2,p015,b6,buy blomus blomus stainless steel door stop,13,10,1,5,1,0,1,0
p015-b6-t3,p015,b6,buy rodial rodial glam balm,13,10,1,4,2,0,1,0
p015-b6-t4,p015,b6,buy pittsburgh pittsburgh digital micrometer,13,13,0,0,0,1,1,0
p015-b6-t5,p015,b6,buy payot payot 1 fl oz,12,9,1,4,1,0,1,0
p015-b6-t6,p015,b6,buy denso denso 234 9009 oxygen sensor,12,9,0,7,2,0,1,1
p015-b6-t7,p015,b6,buy sheaffer sheaffer skrip bottled ink brown,12,11,0,3,0,1,1,0
p015-b6-t8,p015,b6,buy trumpeter trumpeter panel line engraver tool,13,10,1,3,1,0,1,0
p015-b6-t9,p015,b6,buy pulsar pulsar men s pq2011 watch,12,10,0,3,0,1,1,0
p016-b1-t1,p016,b1,buy gates gates 22567 lower radiator hose,12,8,1,3,1,0,1,0
p016-b1-t10,p016,b1,buy medi first blood clotting spray 3oz,11,11,0,1,0,1,1,0
p016-b1-t2,p016,b1,buy gates gates 22130 lower radiator hose,12,8,1,3,1,0,1,0
p016-b1-t3,p016,b1,buy guidecraft city blocks,13,10,1,3,2,0,1,1
p016-b1-t4,p016,b1,buy toot suite for trumpet jazz piano,12,10,1,0,2,0,1,0
p016-b1-t5,p016,b1,buy forum novelties long red velvet gloves,11,11,0,0,0,1,1,0
p016-b1-t6,p016,b1,buy foredom foredom 5200 deluxe kit,12,11,0,3,0,1,1,0
p016-b1-t7,p016,b1,buy kuryakyn kuryakyn 9061 extended brake pedal,11,9,0,3,0,1,1,0
p016-b1-t8,p016,b1,buy hella hella tail light assembly,12,9,1,3,1,0,1,0
p016-b1-t9,p016,b1,buy solaray eyebright 430mg solaray 100 caps,13,10,0,6,2,0,1,0
p016-b2-t1,p016,b2,buy elemis elemis pro collagen marine cream,12,9,1,4,2,0,1,0
p016-b2-t10,p016,b2,buy rubbermaid rubbermaid pro lite mop handle,12,10,1,3,1,0,1,0
p016-b2-t2,p016,b2,buy skf skf 12733 auto part,14,9,0,4,2,0,1,0
p016-b2-t3,p016,b2,buy biotivia biotivia pteromax 30 count,11,8,1,3,1,0,1,0
p016-b2-t4,p016,b2,buy acdelco acdelco 214 1680 valve assembly,12,9,0,3,0,1,1,0
p016-b2-t5,p016,b2,buy decoart satin dura clear varnish,14,11,1,3,2,0,1,0
p016-b2-t6,p016,b2,buy intex intex camp bed w pump,12,10,1,2,2,0,1,0
p016-b2-t7,p016,b2,buy monroe monroe 72258 sensa trac strut,11,8,1,5,2,0,1,0
p016-b2-t8,p016,b2,buy moog moog k80522 lower ball joint,11,8,0,5,2,0,1,0
p016-b2-t9,p016,b2,buy ecogard ecogard xc25245 cabin air filter,11,9,0,7,1,0,1,0
p016-b3-t1,p016,b3,buy blues breakers with eric clapton,13,11,1,1,2,0,1,0
p016-b3-t10,p016,b3,buy moog moog es800326 tie rod end,11,9,0,7,0,1,1,0
p016-b3-t2,p016,b3,buy filson filson tin cloth backpack,13,10,1,3,1,0,1,0
p016-b3-t3,p016,b3,buy neiko welding magnet 25 lbs arrow,12,10,1,3,1,0,1,0
p016-b3-t4,p016,b3,buy dahon dahon jetstream p8 folding bike,13,12,1,2,1,0,1,0
p016-b3-t5,p016,b3,buy clinique clinique long last lipstick beauty,13,11,1,3,1,0,1,0
p016-b3-t6,p016,b3,buy cherry active cherry active 60 capsules,13,11,1,3,2,0,1,0
p016-b3-t7,p016,b3,buy hilleberg hilleberg nallo 3 gt footprint,11,8,1,1,2,0,1,0
p016-b3-t8,p016,b3,buy papo papo grizzly bear figure,12,11,0,3,0,1,1,0
p016-b3-t9,p016,b3,buy lindt grandeur dark hazelnut chocolate bar,11,9,0,3,0,1,1,0
p016-b4-t1,p016,b4,buy kyb kyb 365100 gr 2 cartridge,11,8,1,5,1,0,1,0
p016-b4-t10,p016,b4,buy denso denso 221 3232 radiator,13,11,1,3,1,0,1,0
p016-b4-t2,p016,b4,buy gates gates 9590 v belt,13,11,1,3,1,0,1,0
p016-b4-t3,p016,b4,buy victorias secret victoria vogue moisturizing booties,15,13,0,1,2,0,1,1
p016-b4-t4,p016,b4,buy luk luk dmf067 flywheel,11,8,0,3,0,1,1,0
p016-b4-t5,p016,b4,buy geemarc geemarc ampli500 phone,11,7,1,5,2,0,1,0
p016-b4-t6,p016,b4,buy denso denso 210 0640 alternator,14,11,1,3,1,0,1,0
p016-b4-t7,p016,b4,buy volvo penta volvo pump 21212799,12,9,1,3,1,0,1,0
p016-b4-t9,p016,b4,buy learn spanish dvd level 1,11,9,0,6,0,1,1,0
p016-b5-t1,p016,b5,buy neiko 24v cordless impact wrench,12,11,0,2,0,1,1,0
p016-b5-t10,p016,b5,buy lanza lanza healing style molding paste,13,10,1,4,2,0,1,0
p016-b5-t2,p016,b5,buy hurraw hurraw balm lemon lip balm,12,10,1,5,1,0,1,0
p016-b5-t3,p016,b5,buy disney disney dumbo 13 plush toy,11,11,0,3,0,1,1,0
p016-b5-t4,p016,b5,buy panavise panavise 300 standard base,11,8,1,3,2,0,1,0
p016-b5-t5,p016,b5,buy pure encapsulations pantothenic acid 120c,13,10,1,4,2,0,1,0
p016-b5-t6,p016,b5,buy innovera toner mnl di 250 bk,11,9,0,3,0,1,1,0
p016-b5-t7,p016,b5,buy presidium presidium refractive index meter ii,13,9,0,5,2,0,1,0
p016-b5-t8,p016,b5,buy dayco dayco 5080980dr serpentine belt,12,9,0,4,1,0,1,1
p016-b5-t9,p016,b5,buy delphi delphi fg0955 fuel module,11,7,1,3,1,0,1,0
p016-b6-t1,p016,b6,buy kal lactase 250mg 60 softgel,12,10,1,3,1,0,1,0
p016-b6-t10,p016,b6,buy speedo speedo pull buoy,13,11,1,2,1,0,1,0
p016-b6-t2,p016,b6,buy bosch bosch al0727x alternator,14,11,0,5,2,0,1,0
p016-b6-t3,p016,b6,buy gates gates 22143 lower radiator hose,12,8,1,3,1,0,1,0
p016-b6-t4,p016,b6,buy meyle meyle 1191210100 engine coolant hose,10,8,0,7,0,1,1,0
p016-b6-t5,p016,b6,buy medquip automatic wrist lcd bp monitor,12,10,1,3,1,0,1,0
p016-b6-t6,p016,b6,buy kws fruit picker fruit picker basket,11,9,1,0,2,0,1,0
p016-b6-t7,p016,b6,buy denso denso 280 0269 remanufactured starter,12,9,0,3,0,1,1,0
p016-b6-t8,p016,b6,buy denso denso 5326 iridium spark plug,13,10,1,5,1,0,1,0
p016-b6-t9,p016,b6,buy mueller b k automatic ball valve,12,10,0,3,0,1,1,0
p017-b1-t1,p017,b1,buy skycaddie skycaddie breeze golf gps rangefinder,12,9,1,4,2,0,1,1
p017-b1-t10,p017,b1,buy intex intex floating comfort lounge,15,12,1,3,2,0,1,0
p017-b1-t2,p017,b1,buy bosch bosch 67706 electric fuel pump,13,9,1,3,1,0,1,0
p017-b1-t3,p017,b1,buy tyc tyc 1 06481 replacement starter,10,9,0,4,0,1,1,0
p017-b1-t4,p017,b1,buy goldfly,13,10,1,3,1,0,1,0
p017-b1-t5,p017,b1,buy bosal bosal 256 287 gasket,11,9,0,7,0,1,1,0
p017-b1-t6,p017,b1,buy the best of albert king,12,10,1,2,1,0,1,1
p017-b1-t7,p017,b1,buy act act 600210 prolite flywheel,10,7,0,4,0,1,1,0
p017-b1-t8,p017,b1,buy taylormade taylormade rocketballz rescue club,15,12,0,5,2,0,1,0
p017-b1-t9,p017,b1,buy avon bubble delight cucumber melon,12,10,1,3,2,0,1,0
p017-b2-t1,p017,b2,buy shenandoah shenandoah leather roping reins,11,10,0,3,0,1,1,0
p017-b2-t10,p017,b2,buy spri spri mini resistance bands,15,12,1,2,3,0,1,1
p017-b2-t2,p017,b2,buy delphi delphi ss10509 throttle position sensor,12,9,1,5,2,0,1,0
p017-b2-t3,p017,b2,buy mueller mueller neoprene thigh support,11,8,1,3,2,0,1,0
p017-b2-t4,p017,b2,buy schleich schleich jaguar,11,11,0,1,0,1,1,0
p017-b2-t5,p017,b2,buy avon eternal magic perfume by avon,13,11,0,3,0,1,1,0
p017-b2-t6,p017,b2,buy revlon jean nate set by revlon,13,11,1,2,1,0,1,0
p017-b2-t7,p017,b2,buy dayco dayco 5060960dr serpentine belt,13,10,1,3,1,0,1,0
p017-b2-t8,p017,b2,buy beadalon artistic wire wire cutter,15,12,1,2,1,0,1,0
p017-b2-t9,p017,b2,buy acdelco acdelco 22424m engine coolant hose,10,7,0,3,0,1,1,0
p017-b3-t1,p017,b3,buy hagerty hagerty 91320 chandelier cleaner,13,12,0,3,0,1,1,0
p017-b3-t10,p017,b3,buy avon avon clinical deep crease concentrate,11,9,1,3,1,0,1,0
p017-b3-t2,p017,b3,buy dakine dakine rail belt,15,10,1,4,3,0,1,0
p017-b3-t3,p017,b3,buy hampton direct microwave egg poacher,12,11,0,3,0,1,1,0
p017-b3-t4,p017,b3,buy dremel dremel 134 high speed cutter,13,11,0,4,1,0,1,0
p017-b3-t5,p017,b3,buy ngk ngk 4446 tx71 wire set,12,9,1,3,1,0,1,0
p017-b3-t6,p017,b3,buy bbb roadstop cartridge brake pads,11,7,0,7,2,0,1,0
p017-b3-t7,p017,b3,buy colmans colmans english mustard 170g,13,10,1,5,2,0,1,0
p017-b3-t8,p017,b3,buy rosle rosle tomato knife,11,10,0,3,0,1,1,0
p017-b3-t9,p017,b3,buy wesbar wesbar 403026 trailer light,11,10,0,2,0,1,1,0
p017-b4-t1,p017,b4,buy vaude vaude carbo bag black,12,9,1,3,1,0,1,0
p017-b4-t10,p017,b4,buy pure encapsulations phytobalance 120c,11,10,0,7,0,1,1,0
p017-b4-t2,p017,b4,buy acdelco acdelco a3054c professional air filter,12,9,1,3,1,0,1,0
p017-b4-t3,p017,b4,buy kawasaki kawasaki k99995 843b deluxe cover,12,10,0,3,0,1,1,1
p017-b4-t4,p017,b4,buy kaisercraft kaisercraft mini square album,11,8,0,3,0,1,1,0
p017-b4-t5,p017,b4,buy smashbox smashbox complexions starter kit medium,10,8,1,1,1,0,2,2
p017-b4-t6,p017,b4,buy rosle rosle digital roasting thermometer,12,10,1,3,1,0,1,0
p017-b4-t7,p017,b4,buy bosch bosch 03240 distributor cap,12,10,0,6,0,1,1,0
p017-b4-t8,p017,b4,buy filofax a5 ziplock envelope,13,11,1,2,2,0,1,0
p017-b4-t9,p017,b4,buy phytomer phytomer vegetal exfoliant,12,10,0,3,0,1,1,0
p017-b5-t1,p017,b5,buy delphi delphi fg0123 fuel pump module,15,11,1,4,2,0,1,0
p017-b5-t10,p017,b5,buy bach english suites nos 1 3,12,9,1,2,2,0,1,0
p017-b5-t2,p017,b5,buy nutramedix nutramedix houttuynia microbial defence 30ml,13,9,0,6,2,0,1,0
p017-b5-t3,p017,b5,buy tamiya 1 35m1046humvee missile carrier,10,9,0,3,0,1,1,0
p017-b5-t4,p017,b5,buy brookstone royce leather ladies passport wallet,12,10,0,3,0,1,1,0
p017-b5-t5,p017,b5,buy callaway callaway 15th club ball retriever,13,10,1,3,1,0,1,1
p017-b5-t6,p017,b5,buy acdelco acdelco 38044 belt idler pulley,12,9,0,3,0,1,1,0
p017-b5-t7,p017,b5,buy motorcraft motorcraft yb541 fan clutch,11,8,0,3,0,1,1,0
p017-b5-t8,p017,b5,buy heinz heinz oxtail soup 400g,12,11,1,3,1,0,1,0
p017-b5-t9,p017,b5,buy zupishi mac lipglass lipgloss pink snob,11,10,1,2,1,0,1,0
p017-b6-t1,p017,b6,buy medical world ea curved ostomy scissors,12,9,1,2,2,0,1,0
p017-b6-t10,p017,b6,buy dayco dayco 89288 automatic tensioner assembly,10,7,0,7,1,0,1,0
p017-b6-t2,p017,b6,buy extech extech 480400 phase sequence tester,16,13,0,2,3,0,1,1
p017-b6-t3,p017,b6,buy sothys sothys oxyliance foundation 01 perle,11,7,1,5,2,0,1,0
p017-b6-t4,p017,b6,buy imported 5 led baseball cap light,12,9,1,3,1,0,1,0
p017-b6-t5,p017,b6,buy delphi delphi fg0198 fuel pump module,13,10,1,3,1,0,1,0
p017-b6-t6,p017,b6,buy denso denso 234 4647 oxygen sensor,12,8,0,7,2,0,1,0
p017-b6-t7,p017,b6,buy kyb kyb 334133 gr 2 strut,12,8,1,5,2,0,1,0
p017-b6-t8,p017,b6,buy yuasa yuasa yuam7250h ytx24hl battery,10,9,0,6,0,1,1,0
p017-b6-t9,p017,b6,buy alessi alessi castor pencil sharpener,12,9,1,3,2,0,1,1
p018-b1-t1,p018,b1,buy acts the acts of the apostles,12,11,0,1,0,1,1,0
p018-b1-t10,p018,b1,buy acdelco acdelco 252 711 water pump,11,9,0,3,0,1,1,0
p018-b1-t2,p018,b1,buy denso denso 221 3117 radiator,14,10,0,5,2,0,1,0
p018-b1-t3,p018,b1,buy skinceuticals skinceuticals phyto 1 fl oz,11,9,1,3,1,0,1,0
p018-b1-t4,p018,b1,buy motorcraft motorcraft dg508 ignition coil,13,10,1,3,1,0,1,0
p018-b1-t5,p018,b1,buy dayco dayco 5070795 serpentine belt,14,10,0,5,2,0,1,0
p018-b1-t6,p018,b1,buy acdelco acdelco d599a ignition coil assembly,11,7,1,3,1,0,2,0
p018-b1-t7,p018,b1,buy dayco dayco 17480dr v belt,12,11,0,7,0,1,1,0
p018-b1-t8,p018,b1,buy rothco army digital camo flightsuit,11,9,0,3,0,1,1,0
p018-b1-t9,p018,b1,buy oxo 4 cup fat separator,13,12,1,3,1,0,1,0
p018-b2-t1,p018,b2,buy lito long white satin girls gloves,15,11,1,4,3,0,1,0
p018-b2-t2,p018,b2,buy xerox xerox 8r7881 black inkjet cartridge,11,8,1,3,2,0,1,0
p018-b2-t3,p018,b2,buy lipstick queen lipstick queen medieval lipstick,13,12,1,3,1,0,1,0
p018-b2-t4,p018,b2,buy whirlpool whirlpool 8546685 timer for washer,13,12,0,3,0,1,1,0
p018-b2-t5,p018,b2,buy clover clover mini iron,13,10,1,5,2,0,2,0
p018-b2-t7,p018,b2,buy dhc dhc q10 lotion ss 60ml,12,9,1,4,2,0,1,0
p018-b2-t8,p018,b2,buy sachs sachs flywheel,12,10,1,3,1,0,1,0
p018-b2-t9,p018,b2,buy biotics biopause pm 120c biotics,13,11,1,5,2,0,1,0
p018-b3-t1,p018,b3,buy yoga anywhere,16,14,0,1,2,0,1,0
p018-b3-t10,p018,b3,buy eqyss grooming products premier marigold spray,12,11,0,3,0,1,1,0
p018-b3-t2,p018,b3,buy lush buffy body butter by lush,13,13,0,1,0,1,1,0
p018-b3-t3,p018,b3,buy dean guitars dean resonator heirloom copper,12,11,0,2,0,1,1,0
p018-b3-t4,p018,b3,buy denso denso 234 4205 oxygen sensor,13,11,1,6,1,0,1,0
p018-b3-t5,p018,b3,buy brembo brembo 33s50198 brake rotor,13,10,1,6,2,0,1,0
p018-b3-t6,p018,b3,buy moog moog k9482 upper ball joint,11,10,0,5,0,1,1,0
p018-b3-t7,p018,b3,buy husqvarna husqvarna 545112101 air filter,12,10,1,3,1,0,1,0
p018-b3-t8,p018,b3,buy vitabiotics pregnacare new mum 56 tablets,14,12,0,2,1,0,1,0
p018-b3-t9,p018,b3,buy jimmy choo jimmy choo essie sunglasses,13,9,1,3,2,0,1,0
p018-b4-t1,p018,b4,buy airtex airtex e2000 electric fuel pump,12,9,1,3,1,0,1,0
p018-b4-t10,p018,b4,buy hydrocollator hydrocollator heating element 1000w 120v,12,9,1,3,2,0,1,0
p018-b4-t2,p018,b4,buy denso denso 210 0116 remanufactured alternator,13,10,1,3,1,0,1,1
p018-b4-t3,p018,b4,buy citizen citizen men s bm8404 watch,11,7,1,5,2,0,1,0
p018-b4-t4,p018,b4,buy acdelco acdelco a1208c professional air filter,10,7,0,3,0,1,1,0
p018-b4-t5,p018,b4,buy bosch bosch 04259 ignition rotor,12,9,1,3,1,0,1,0
p018-b4-t6,p018,b4,buy nanogen aquamatch nanogen aquamatch dark brown,14,11,0,6,1,0,1,0
p018-b4-t7,p018,b4,buy murad murad time release acne cleanser,11,10,1,5,1,0,1,0
p018-b4-t8,p018,b4,buy avon naturals strawberry guava body spray,12,9,1,3,2,0,1,0
p018-b4-t9,p018,b4,buy dremel dremel 118 high speed cutter,14,12,1,5,1,0,1,0
p018-b5-t1,p018,b5,buy diesel diesel dz4216 men s watch,14,13,0,2,1,0,1,0
p018-b5-t10,p018,b5,buy stiga stiga 3 pack hockey pucks,11,9,0,3,0,1,1,0
p018-b5-t2,p018,b5,buy remo remo kids percussion lollipop drum,13,10,1,3,1,0,1,0
p018-b5-t3,p018,b5,buy delphi delphi fg0105 fuel pump module,12,8,1,3,1,0,1,0
p018-b5-t4,p018,b5,buy spy spy optic quanta wrap sunglasses,13,10,1,3,2,0,1,0
p018-b5-t5,p018,b5,buy gates gates t242 timing belt,12,9,1,3,1,0,1,0
p018-b5-t6,p018,b5,buy denso denso 210 0227 remanufactured alternator,12,10,0,3,0,1,1,0
p018-b5-t7,p018,b5,buy hohner hohner c bc bl harmonica,12,9,1,3,1,0,1,0
p018-b5-t8,p018,b5,buy schrader schrader 28308 tpms sensor,12,10,1,3,1,0,1,0
p018-b5-t9,p018,b5,buy blomus blomus toilet paper holder rod,12,10,1,3,1,0,1,0
p018-b6-t1,p018,b6,buy marshal leather magic wallet style mw1420,11,9,1,3,1,0,1,0
p018-b6-t10,p018,b6,buy matrox d2g dp mif signal converter,11,10,0,3,0,1,1,0
p018-b6-t2,p018,b6,buy denso denso 234 4077 oxygen sensor,13,10,1,3,1,0,1,0
p018-b6-t3,p018,b6,buy briggs stratton briggs stratton 499952 carburetor,14,11,1,3,1,0,1,0
p018-b6-t4,p018,b6,buy tamiya models 75016 5a micro switch,13,10,0,4,1,0,1,0
p018-b6-t5,p018,b6,buy avon avon wild country talc powder,11,9,0,3,0,1,1,0
p018-b6-t6,p018,b6,buy nixon womens the small kensington watch,13,12,1,2,1,0,1,0
p018-b6-t7,p018,b6,buy avene avene triacneal cream,14,12,1,2,2,0,1,0
p018-b6-t8,p018,b6,buy dayco dayco 89293 automatic tensioner assembly,13,9,1,5,2,0,1,0
p018-b6-t9,p018,b6,buy lexmark lexmark c543dn color laser printer,12,10,1,0,2,0,1,0
p019-b1-t1,p019,b1,buy garmin garmin vhf 100,11,8,1,3,1,0,1,0
p019-b1-t10,p019,b1,buy dell k3756 toner cartridge black,11,8,1,3,2,0,1,0
p019-b1-t2,p019,b1,buy skinceuticals skinceuticals adult anti acne system,16,13,0,2,3,0,1,0
p019-b1-t3,p019,b1,buy monroe monroe 71309 sensa trac strut,10,7,0,3,0,1,1,0
p019-b1-t4,p019,b1,buy portmeirion portmeirion botanic garden tea cosy,13,12,1,3,1,0,1,0
p019-b1-t5,p019,b1,buy bosch bosch 96081 new water pump,11,8,1,3,1,0,1,0
p019-b1-t6,p019,b1,buy kyb kyb 344415 gr 2 shock,13,9,1,3,1,0,1,0
p019-b1-t7,p019,b1,buy monroe monroe 71362 reflex strut,12,8,1,5,2,0,1,0
p019-b1-t8,p019,b1,buy vosene vosene original medicated shampoo 250ml,12,10,0,3,0,1,1,0
p019-b1-t9,p019,b1,buy fram fram ca10685 panel air filter,15,11,0,4,2,0,1,0
p019-b2-t1,p019,b2,buy callaway callaway golf rain hood towel,13,11,1,5,1,0,1,0
p019-b2-t10,p019,b2,buy monroe monroe sc2939 magnum steering damper,12,10,1,3,1,0,1,0
p019-b2-t2,p019,b2,buy lifeline natur leaf sterols sterolins,11,8,1,3,2,0,1,0
p019-b2-t3,p019,b2,buy litex litex ut56tbc3m utility ceiling fan,11,9,0,3,0,1,1,0
p019-b2-t4,p019,b2,buy gates gates 21186 upper radiator hose,12,8,1,3,1,0,1,0
p019-b2-t5,p019,b2,buy rotors rotors sb580165,12,12,0,0,0,1,1,0
p019-b2-t6,p019,b2,buy herbatint herbatint hair dye 2n brown,16,13,1,4,2,0,2,1
p019-b2-t7,p019,b2,buy supersmile supersmile quikee 0 17 ounce,13,10,1,3,1,0,1,0
p019-b2-t8,p019,b2,buy panasonic kx tg4013n cordless phone,12,10,1,3,1,0,1,1
p019-b2-t9,p019,b2,buy gigi gigi tweezerless wax,11,7,1,3,2,0,1,0
p019-b3-t1,p019,b3,buy serengeti serengeti large aviator sunglasses,12,10,1,3,1,0,1,0
p019-b3-t10,p019,b3,buy olympus olympus rs 27 foot pedal,11,9,1,3,1,0,1,0
p019-b3-t2,p019,b3,buy poster revolution schonberg hippies tin sign,11,10,0,3,0,1,1,0
p019-b3-t3,p019,b3,buy thule wheel straps pack of two,13,10,1,3,1,0,2,0
p019-b3-t4,p019,b3,buy gibson piatnik monet giverny playing cards,11,10,0,3,0,1,1,0
p019-b3-t5,p019,b3,buy timken timken l44643 bearing,15,12,0,6,1,0,1,0
p019-b3-t6,p019,b3,buy solgar solgar potassium tablets 100 count,12,8,1,5,2,0,1,0
p019-b3-t7,p019,b3,buy baldwin baldwin bt251 oil filter,12,10,0,7,0,1,1,0
p019-b3-t8,p019,b3,buy rosle rosle medium grater,13,10,1,5,1,0,1,0
p019-b3-t9,p019,b3,buy mercola liposomal vitamin c 60 caps,13,11,1,3,1,0,1,0
p019-b4-t1,p019,b4,buy kyb kyb sm5263 strut mount bushings,12,9,1,3,1,0,2,0
p019-b4-t10,p019,b4,buy delphi delphi fp10049 fuel pressure regulator,12,9,1,3,1,0,1,0
p019-b4-t2,p019,b4,buy music for reiki meditation,12,10,0,5,2,0,3,1
p019-b4-t3,p019,b4,buy wedgwood wedgwood india dinner plate,14,12,1,3,1,0,1,0
p019-b4-t4,p019,b4,buy serengeti serengeti volterra sunglasses,13,10,1,3,1,0,1,0
p019-b4-t5,p019,b4,buy culturelle culturelle probiotic 30 vegetarian capsules,16,14,0,4,1,0,1,0
p019-b4-t6,p019,b4,buy panasonic panasonic kx tpa50 cordless handset,14,11,1,3,1,0,1,0
p019-b4-t7,p019,b4,buy delphi delphi fg0401 fuel pump module,14,10,1,3,1,0,2,0
p019-b4-t9,p019,b4,buy blinc blinc eyeliner black,13,11,1,3,1,0,1,1
p019-b5-t1,p019,b5,buy dayco dayco 5060905 serpentine belt,12,9,0,3,0,1,1,0
p019-b5-t10,p019,b5,buy bosch bosch 580254040 electric fuel pump,12,10,1,3,1,0,1,1
p019-b5-t2,p019,b5,buy nutramedix barberry microbial defense 1 ounces,10,6,0,6,2,0,1,1
p019-b5-t3,p019,b5,buy canine hardware chuckit small ultra tug,13,10,1,3,1,0,1,1
p019-b5-t4,p019,b5,buy ngk ntk 24353 oxygen sensor,11,9,0,7,0,1,1,0
p019-b5-t5,p019,b5,buy invacare corporation leo scooter blue,14,11,1,2,1,0,1,1
p019-b5-t6,p019,b5,buy tangshop palm tungsten e2 car charger,8,7,0,3,0,1,1,0
p019-b5-t7,p019,b5,buy sylvania osram enh 250w light bulb,11,8,1,3,2,0,1,0
p019-b5-t8,p019,b5,buy oneill o neill hammer jacket,13,11,1,3,2,0,1,0
p019-b5-t9,p019,b5,buy dayco dayco wp283k1b timing belt kit,12,9,0,7,0,1,2,1
p019-b6-t1,p019,b6,buy noveltex fabrics european linen fabric ivory,10,9,0,3,0,1,1,0
p019-b6-t10,p019,b6,buy maxpedition maxpedition fatty pocket organizer,13,10,1,3,2,0,1,0
p019-b6-t2,p019,b6,buy jobar international ladies compression gloves,11,9,0,3,0,1,1,0
p019-b6-t3,p019,b6,buy himalaya,15,13,1,3,2,0,2,1
p019-b6-t4,p019,b6,buy vingr frank lloyd wright designs mem,11,11,0,0,0,1,1,0
p019-b6-t5,p019,b6,buy dolce gabbana dolce gabbana dg2075 sunglasses,11,8,1,3,1,0,0,0
p019-b6-t6,p019,b6,buy avaya nortel t7316e digital telephone,13,11,1,2,2,0,1,0
p019-b6-t7,p019,b6,buy zyliss zyliss food chopper,13,12,1,2,1,0,1,0
p019-b6-t8,p019,b6,buy monroe monroe 72518 sensa trac strut,12,9,1,3,1,0,1,0
p019-b6-t9,p019,b6,buy aleenes aleene s glossy decoupage 16oz,10,9,0,1,0,1,2,0
p020-b1-t1,p020,b1,buy 70 s funk ballads,10,9,0,1,0,1,1,0
p020-b1-t2,p020,b1,buy scott s porage oats,15,12,1,2,2,0,1,0
p020-b1-t3,p020,b1,buy smashbox smashbox halo highlighting wand pearl,13,12,1,2,1,0,1,0
p020-b1-t4,p020,b1,buy panavise panavise 301 standard panavise,16,12,0,5,3,0,1,0
p020-b1-t5,p020,b1,buy brookstone up pup dog stairs,11,8,1,2,2,0,1,0
p020-b1-t6,p020,b1,buy ereplacements proj lamp for dell 4100mp,11,9,0,3,0,1,1,1
p020-b1-t7,p020,b1,buy monroe monroe 172199 complete strut assembly,11,9,0,3,0,1,1,0
p020-b1-t8,p020,b1,buy carrera carrera panam1s metal sunglasses,10,7,1,3,1,0,1,1
p020-b1-t9,p020,b1,buy dometic dometic rm2351rb coolfreeze black refrigerator,14,10,1,4,2,0,1,1
p020-b2-t1,p020,b2,buy lipstick queen lipstick queen coral saint,13,9,1,3,2,0,1,0
p020-b2-t10,p020,b2,buy anchor anchor 9171 engine mount,12,9,0,3,0,1,1,0
p020-b2-t2,p020,b2,buy moog moog es2020rlt tie rod end,11,9,0,6,2,0,1,0
p020-b2-t3,p020,b2,buy male power mens crotchless black underwear,10,8,0,3,0,1,1,0
p020-b2-t4,p020,b2,buy blue bonnet calcium 1200mg 120 softgel,15,11,1,3,3,0,1,0
p020-b2-t5,p020,b2,buy bosal bosal 099 1723 catalytic converter,12,8,1,5,2,0,1,0
p020-b2-t6,p020,b2,buy dayco dayco wp172k1a timing belt kit,12,9,0,7,2,0,1,1
p020-b2-t7,p020,b2,buy graco graco nasal clear nasal aspirator,12,11,0,2,0,1,1,0
p020-b2-t8,p020,b2,buy denso denso 671 4286 wire set,11,8,0,3,0,1,1,0
p020-b2-t9,p020,b2,buy sachs sachs sg330019 lift support,10,7,0,3,0,1,1,0
p020-b3-t1,p020,b3,buy fender spring tremolo tension vint 5,13,10,1,3,1,0,1,0
p020-b3-t10,p020,b3,buy dayco dayco 15350 accessory drive belt,11,7,0,7,2,0,1,1
p020-b3-t2,p020,b3,buy gates gates 31526 radiator cap,13,11,1,3,1,0,1,0
p020-b3-t3,p020,b3,buy acdelco acdelco 15360 fan belt,10,7,0,3,0,1,1,0
p020-b3-t4,p020,b3,buy dayco dayco 89298 automatic tensioner assembly,11,8,0,7,2,0,1,1
p020-b3-t5,p020,b3,buy zupreem veggieblend diet bird food,13,10,1,3,1,0,1,0
p020-b3-t6,p020,b3,buy alessi alessi spirale ashtray small,12,10,1,3,1,0,1,0
p020-b3-t7,p020,b3,buy coleman coleman motorcycle helmet bag,9,7,0,3,0,1,1,0
p020-b3-t8,p020,b3,buy luk luk 04 115 clutch set,11,8,0,5,0,1,1,0
p020-b3-t9,p020,b3,buy seoh seoh pipette pump 10ml green,14,10,0,6,3,0,1,1
p020-b4-t1,p020,b4,buy navitas naturals lucuma pwder 8oz,11,7,1,4,3,0,1,1
p020-b4-t10,p020,b4,buy canon canon pixma ip6600d photo printer,12,11,0,3,0,1,1,0
p020-b4-t2,p020,b4,buy schleich schleich walking lioness,11,9,0,3,0,1,1,1
p020-b4-t3,p020,b4,buy vxb auto front wheel bearing 513024,11,8,0,3,0,1,1,0
p020-b4-t4,p020,b4,buy toshiba festplatte 3 tb,12,10,1,1,2,0,1,0
